yearid,lgid,teamid,franchid,divid,rank,wswin,name,park,attendance,teamidbr
1997,AL,ANA,ANA,W,2,N,Anaheim Angels,Edison International Field,1767330,ANA
1997,NL,ATL,ATL,E,1,N,Atlanta Braves,Turner Field,3464488,ATL
1997,AL,BAL,BAL,E,1,N,Baltimore Orioles,Oriole Park at Camden Yards,3711132,BAL
1997,AL,BOS,BOS,E,4,N,Boston Red Sox,Fenway Park II,2226136,BOS
1997,AL,CHA,CHW,C,2,N,Chicago White Sox,Comiskey Park II,1864782,CHW
1997,NL,CHN,CHC,C,5,N,Chicago Cubs,Wrigley Field,2190308,CHC
1997,NL,CIN,CIN,C,3,N,Cincinnati Reds,Cinergy Field,1785788,CIN
1997,AL,CLE,CLE,C,1,N,Cleveland Indians,Jacobs Field,3404750,CLE
1997,NL,COL,COL,W,3,N,Colorado Rockies,Coors Field,3888453,COL
1997,AL,DET,DET,E,3,N,Detroit Tigers,Tiger Stadium,1365157,DET
1997,NL,FLO,FLA,E,2,Y,Florida Marlins,Joe Robbie Stadium,2364387,FLA
1997,NL,HOU,HOU,C,1,N,Houston Astros,Astrodome,2046781,HOU
1997,AL,KCA,KCR,C,5,N,Kansas City Royals,Kauffman Stadium,1517638,KCR
1997,NL,LAN,LAD,W,2,N,Los Angeles Dodgers,Dodger Stadium,3319504,LAD
1997,AL,MIN,MIN,C,4,N,Minnesota Twins,Hubert H Humphrey Metrodome,1411064,MIN
1997,AL,ML4,MIL,C,3,N,Milwaukee Brewers,County Stadium,1444027,MIL
1997,NL,MON,WSN,E,4,N,Montreal Expos,Stade Olympique,1497609,MON
1997,AL,NYA,NYY,E,2,N,New York Yankees,Yankee Stadium II,2580325,NYY
1997,NL,NYN,NYM,E,3,N,New York Mets,Shea Stadium,1766174,NYM
1997,AL,OAK,OAK,W,4,N,Oakland Athletics,Oakland Coliseum,1264218,OAK
1997,NL,PHI,PHI,E,5,N,Philadelphia Phillies,Veterans Stadium,1490638,PHI
1997,NL,PIT,PIT,C,2,N,Pittsburgh Pirates,Three Rivers Stadium,1657022,PIT
1997,NL,SDN,SDP,W,4,N,San Diego Padres,Qualcomm Stadium,2089333,SDP
1997,AL,SEA,SEA,W,1,N,Seattle Mariners,Kingdome,3192237,SEA
1997,NL,SFN,SFG,W,1,N,San Francisco Giants,3Com Park,1690869,SFG
1997,NL,SLN,STL,C,4,N,St. Louis Cardinals,Busch Stadium II,2634014,STL
1997,AL,TEX,TEX,W,3,N,Texas Rangers,The Ballpark at Arlington,2945228,TEX
1997,AL,TOR,TOR,E,5,N,Toronto Blue Jays,Skydome,2589297,TOR
1998,AL,ANA,ANA,W,2,N,Anaheim Angels,Edison International Field,2519280,ANA
1998,NL,ARI,ARI,W,5,N,Arizona Diamondbacks,Bank One Ballpark,3610290,ARI
1998,NL,ATL,ATL,E,1,N,Atlanta Braves,Turner Field,3360860,ATL
1998,AL,BAL,BAL,E,4,N,Baltimore Orioles,Oriole Park at Camden Yards,3684650,BAL
1998,AL,BOS,BOS,E,2,N,Boston Red Sox,Fenway Park II,2314704,BOS
1998,AL,CHA,CHW,C,2,N,Chicago White Sox,Comiskey Park II,1391146,CHW
1998,NL,CHN,CHC,C,2,N,Chicago Cubs,Wrigley Field,2623194,CHC
1998,NL,CIN,CIN,C,4,N,Cincinnati Reds,Cinergy Field,1793649,CIN
1998,AL,CLE,CLE,C,1,N,Cleveland Indians,Jacobs Field,3467299,CLE
1998,NL,COL,COL,W,4,N,Colorado Rockies,Coors Field,3792683,COL
1998,AL,DET,DET,C,5,N,Detroit Tigers,Tiger Stadium,1409391,DET
1998,NL,FLO,FLA,E,5,N,Florida Marlins,Joe Robbie Stadium,1730384,FLA
1998,NL,HOU,HOU,C,1,N,Houston Astros,Astrodome,2458451,HOU
1998,AL,KCA,KCR,C,3,N,Kansas City Royals,Kauffman Stadium,1494875,KCR
1998,NL,LAN,LAD,W,3,N,Los Angeles Dodgers,Dodger Stadium,3089222,LAD
1998,NL,MIL,MIL,C,5,N,Milwaukee Brewers,County Stadium,1811593,MIL
1998,AL,MIN,MIN,C,4,N,Minnesota Twins,Hubert H Humphrey Metrodome,1165976,MIN
1998,NL,MON,WSN,E,4,N,Montreal Expos,Stade Olympique,914909,MON
1998,AL,NYA,NYY,E,1,Y,New York Yankees,Yankee Stadium II,2955193,NYY
1998,NL,NYN,NYM,E,2,N,New York Mets,Shea Stadium,2287948,NYM
1998,AL,OAK,OAK,W,4,N,Oakland Athletics,Oakland Coliseum,1232343,OAK
1998,NL,PHI,PHI,E,3,N,Philadelphia Phillies,Veterans Stadium,1715722,PHI
1998,NL,PIT,PIT,C,6,N,Pittsburgh Pirates,Three Rivers Stadium,1560950,PIT
1998,NL,SDN,SDP,W,1,N,San Diego Padres,Qualcomm Stadium,2555874,SDP
1998,AL,SEA,SEA,W,3,N,Seattle Mariners,Kingdome,2651511,SEA
1998,NL,SFN,SFG,W,2,N,San Francisco Giants,3Com Park,1925364,SFG
1998,NL,SLN,STL,C,3,N,St. Louis Cardinals,Busch Stadium II,3195691,STL
1998,AL,TBA,TBD,E,5,N,Tampa Bay Devil Rays,Tropicana Field,2506293,TBD
1998,AL,TEX,TEX,W,1,N,Texas Rangers,The Ballpark at Arlington,2927399,TEX
1998,AL,TOR,TOR,E,3,N,Toronto Blue Jays,Skydome,2454303,TOR
1999,AL,ANA,ANA,W,4,N,Anaheim Angels,Edison International Field,2253123,ANA
1999,NL,ARI,ARI,W,1,N,Arizona Diamondbacks,Bank One Ballpark,3019654,ARI
1999,NL,ATL,ATL,E,1,N,Atlanta Braves,Turner Field,3284897,ATL
1999,AL,BAL,BAL,E,4,N,Baltimore Orioles,Oriole Park at Camden Yards,3433150,BAL
1999,AL,BOS,BOS,E,2,N,Boston Red Sox,Fenway Park II,2446162,BOS
1999,AL,CHA,CHW,C,2,N,Chicago White Sox,Comiskey Park II,1338851,CHW
1999,NL,CHN,CHC,C,6,N,Chicago Cubs,Wrigley Field,2813854,CHC
1999,NL,CIN,CIN,C,2,N,Cincinnati Reds,Cinergy Field,2061222,CIN
1999,AL,CLE,CLE,C,1,N,Cleveland Indians,Jacobs Field,3468456,CLE
1999,NL,COL,COL,W,5,N,Colorado Rockies,Coors Field,3481065,COL
1999,AL,DET,DET,C,3,N,Detroit Tigers,Tiger Stadium,2026441,DET
1999,NL,FLO,FLA,E,5,N,Florida Marlins,Pro Player Stadium,1369421,FLA
1999,NL,HOU,HOU,C,1,N,Houston Astros,Astrodome,2706017,HOU
1999,AL,KCA,KCR,C,4,N,Kansas City Royals,Kauffman Stadium,1506068,KCR
1999,NL,LAN,LAD,W,3,N,Los Angeles Dodgers,Dodger Stadium,3095346,LAD
1999,NL,MIL,MIL,C,5,N,Milwaukee Brewers,County Stadium,1701796,MIL
1999,AL,MIN,MIN,C,5,N,Minnesota Twins,Hubert H Humphrey Metrodome,1202829,MIN
1999,NL,MON,WSN,E,4,N,Montreal Expos,Stade Olympique,773277,MON
1999,AL,NYA,NYY,E,1,Y,New York Yankees,Yankee Stadium II,3292736,NYY
1999,NL,NYN,NYM,E,2,N,New York Mets,Shea Stadium,2725668,NYM
1999,AL,OAK,OAK,W,2,N,Oakland Athletics,Oakland Coliseum,1434610,OAK
1999,NL,PHI,PHI,E,3,N,Philadelphia Phillies,Veterans Stadium,1825337,PHI
1999,NL,PIT,PIT,C,3,N,Pittsburgh Pirates,Three Rivers Stadium,1638023,PIT
1999,NL,SDN,SDP,W,4,N,San Diego Padres,Qualcomm Stadium,2523538,SDP
1999,AL,SEA,SEA,W,3,N,Seattle Mariners,Kingdome / Safeco Field,2916346,SEA
1999,NL,SFN,SFG,W,2,N,San Francisco Giants,3Com Park,2078399,SFG
1999,NL,SLN,STL,C,4,N,St. Louis Cardinals,Busch Stadium II,3225334,STL
1999,AL,TBA,TBD,E,5,N,Tampa Bay Devil Rays,Tropicana Field,1562827,TBD
1999,AL,TEX,TEX,W,1,N,Texas Rangers,The Ballpark at Arlington,2771469,TEX
1999,AL,TOR,TOR,E,3,N,Toronto Blue Jays,Skydome,2163464,TOR
2000,AL,ANA,ANA,W,3,N,Anaheim Angels,Edison International Field,2066982,ANA
2000,NL,ARI,ARI,W,3,N,Arizona Diamondbacks,Bank One Ballpark,2942251,ARI
2000,NL,ATL,ATL,E,1,N,Atlanta Braves,Turner Field,3234304,ATL
2000,AL,BAL,BAL,E,4,N,Baltimore Orioles,Oriole Park at Camden Yards,3297031,BAL
2000,AL,BOS,BOS,E,2,N,Boston Red Sox,Fenway Park II,2585895,BOS
2000,AL,CHA,CHW,C,1,N,Chicago White Sox,Comiskey Park II,1947799,CHW
2000,NL,CHN,CHC,C,6,N,Chicago Cubs,Wrigley Field,2789511,CHC
2000,NL,CIN,CIN,C,2,N,Cincinnati Reds,Cinergy Field,2577371,CIN
2000,AL,CLE,CLE,C,2,N,Cleveland Indians,Jacobs Field,3456278,CLE
2000,NL,COL,COL,W,4,N,Colorado Rockies,Coors Field,3295129,COL
2000,AL,DET,DET,C,3,N,Detroit Tigers,Comerica Park,2438617,DET
2000,NL,FLO,FLA,E,3,N,Florida Marlins,Pro Player Stadium,1218326,FLA
2000,NL,HOU,HOU,C,4,N,Houston Astros,Enron Field,3056139,HOU
2000,AL,KCA,KCR,C,4,N,Kansas City Royals,Kauffman Stadium,1564847,KCR
2000,NL,LAN,LAD,W,2,N,Los Angeles Dodgers,Dodger Stadium,2880242,LAD
2000,NL,MIL,MIL,C,3,N,Milwaukee Brewers,County Stadium,1573621,MIL
2000,AL,MIN,MIN,C,5,N,Minnesota Twins,Hubert H Humphrey Metrodome,1000760,MIN
2000,NL,MON,WSN,E,4,N,Montreal Expos,Stade Olympique,926272,MON
2000,AL,NYA,NYY,E,1,Y,New York Yankees,Yankee Stadium II,3055435,NYY
2000,NL,NYN,NYM,E,2,N,New York Mets,Shea Stadium,2820530,NYM
2000,AL,OAK,OAK,W,1,N,Oakland Athletics,Oakland Coliseum,1603744,OAK
2000,NL,PHI,PHI,E,5,N,Philadelphia Phillies,Veterans Stadium,1612769,PHI
2000,NL,PIT,PIT,C,5,N,Pittsburgh Pirates,Three Rivers Stadium,1748908,PIT
2000,NL,SDN,SDP,W,5,N,San Diego Padres,Qualcomm Stadium,2352443,SDP
2000,AL,SEA,SEA,W,2,N,Seattle Mariners,Safeco Field,2914624,SEA
2000,NL,SFN,SFG,W,1,N,San Francisco Giants,PacBell Park,3318800,SFG
2000,NL,SLN,STL,C,1,N,St. Louis Cardinals,Busch Stadium II,3336493,STL
2000,AL,TBA,TBD,E,5,N,Tampa Bay Devil Rays,Tropicana Field,1449673,TBD
2000,AL,TEX,TEX,W,4,N,Texas Rangers,The Ballpark at Arlington,2588401,TEX
2000,AL,TOR,TOR,E,3,N,Toronto Blue Jays,Skydome,1705712,TOR
2001,AL,ANA,ANA,W,3,N,Anaheim Angels,Edison International Field,2000919,ANA
2001,NL,ARI,ARI,W,1,Y,Arizona Diamondbacks,Bank One Ballpark,2736451,ARI
2001,NL,ATL,ATL,E,1,N,Atlanta Braves,Turner Field,2823530,ATL
2001,AL,BAL,BAL,E,4,N,Baltimore Orioles,Oriole Park at Camden Yards,3094841,BAL
2001,AL,BOS,BOS,E,2,N,Boston Red Sox,Fenway Park II,2625333,BOS
2001,AL,CHA,CHW,C,3,N,Chicago White Sox,Comiskey Park II,1766172,CHW
2001,NL,CHN,CHC,C,3,N,Chicago Cubs,Wrigley Field,2779465,CHC
2001,NL,CIN,CIN,C,5,N,Cincinnati Reds,Cinergy Field,1879757,CIN
2001,AL,CLE,CLE,C,1,N,Cleveland Indians,Jacobs Field,3175523,CLE
2001,NL,COL,COL,W,5,N,Colorado Rockies,Coors Field,3166821,COL
2001,AL,DET,DET,C,4,N,Detroit Tigers,Comerica Park,1921305,DET
2001,NL,FLO,FLA,E,4,N,Florida Marlins,Pro Player Stadium,1261226,FLA
2001,NL,HOU,HOU,C,1,N,Houston Astros,Enron Field,2904277,HOU
2001,AL,KCA,KCR,C,5,N,Kansas City Royals,Kauffman Stadium,1536371,KCR
2001,NL,LAN,LAD,W,3,N,Los Angeles Dodgers,Dodger Stadium,3017143,LAD
2001,NL,MIL,MIL,C,4,N,Milwaukee Brewers,Miller Park,2811041,MIL
2001,AL,MIN,MIN,C,2,N,Minnesota Twins,Hubert H Humphrey Metrodome,1782929,MIN
2001,NL,MON,WSN,E,5,N,Montreal Expos,Stade Olympique,642745,MON
2001,AL,NYA,NYY,E,1,N,New York Yankees,Yankee Stadium II,3264907,NYY
2001,NL,NYN,NYM,E,3,N,New York Mets,Shea Stadium,2658330,NYM
2001,AL,OAK,OAK,W,2,N,Oakland Athletics,Oakland Coliseum,2133277,OAK
2001,NL,PHI,PHI,E,2,N,Philadelphia Phillies,Veterans Stadium,1782054,PHI
2001,NL,PIT,PIT,C,6,N,Pittsburgh Pirates,PNC Park,2464870,PIT
2001,NL,SDN,SDP,W,4,N,San Diego Padres,Qualcomm Stadium,2378128,SDP
2001,AL,SEA,SEA,W,1,N,Seattle Mariners,Safeco Field,3507326,SEA
2001,NL,SFN,SFG,W,2,N,San Francisco Giants,PacBell Park,3311958,SFG
2001,NL,SLN,STL,C,2,N,St. Louis Cardinals,Busch Stadium II,3109578,STL
2001,AL,TBA,TBD,E,5,N,Tampa Bay Devil Rays,Tropicana Field,1298365,TBD
2001,AL,TEX,TEX,W,4,N,Texas Rangers,The Ballpark at Arlington,2831021,TEX
2001,AL,TOR,TOR,E,3,N,Toronto Blue Jays,Skydome,1915438,TOR
2002,AL,ANA,ANA,W,2,Y,Anaheim Angels,Edison International Field,2305547,ANA
2002,NL,ARI,ARI,W,1,N,Arizona Diamondbacks,Bank One Ballpark,3198977,ARI
2002,NL,ATL,ATL,E,1,N,Atlanta Braves,Turner Field,2603484,ATL
2002,AL,BAL,BAL,E,4,N,Baltimore Orioles,Oriole Park at Camden Yards,2682439,BAL
2002,AL,BOS,BOS,E,2,N,Boston Red Sox,Fenway Park II,2650862,BOS
2002,AL,CHA,CHW,C,2,N,Chicago White Sox,Comiskey Park II,1676911,CHW
2002,NL,CHN,CHC,C,5,N,Chicago Cubs,Wrigley Field,2693096,CHC
2002,NL,CIN,CIN,C,3,N,Cincinnati Reds,Cinergy Field,1855787,CIN
2002,AL,CLE,CLE,C,3,N,Cleveland Indians,Jacobs Field,2616940,CLE
2002,NL,COL,COL,W,4,N,Colorado Rockies,Coors Field,2737838,COL
2002,AL,DET,DET,C,5,N,Detroit Tigers,Comerica Park,1503623,DET
2002,NL,FLO,FLA,E,4,N,Florida Marlins,Pro Player Stadium,813118,FLA
2002,NL,HOU,HOU,C,2,N,Houston Astros,Minute Maid Park,2517357,HOU
2002,AL,KCA,KCR,C,4,N,Kansas City Royals,Kauffman Stadium,1323036,KCR
2002,NL,LAN,LAD,W,3,N,Los Angeles Dodgers,Dodger Stadium,3131255,LAD
2002,NL,MIL,MIL,C,6,N,Milwaukee Brewers,Miller Park,1969153,MIL
2002,AL,MIN,MIN,C,1,N,Minnesota Twins,Hubert H Humphrey Metrodome,1924473,MIN
2002,NL,MON,WSN,E,2,N,Montreal Expos,Stade Olympique,812045,MON
2002,AL,NYA,NYY,E,1,N,New York Yankees,Yankee Stadium II,3465807,NYY
2002,NL,NYN,NYM,E,5,N,New York Mets,Shea Stadium,2804838,NYM
2002,AL,OAK,OAK,W,1,N,Oakland Athletics,Oakland Coliseum,2169811,OAK
2002,NL,PHI,PHI,E,3,N,Philadelphia Phillies,Veterans Stadium,1618467,PHI
2002,NL,PIT,PIT,C,4,N,Pittsburgh Pirates,PNC Park,1784988,PIT
2002,NL,SDN,SDP,W,5,N,San Diego Padres,Qualcomm Stadium,2220601,SDP
2002,AL,SEA,SEA,W,3,N,Seattle Mariners,Safeco Field,3542938,SEA
2002,NL,SFN,SFG,W,2,N,San Francisco Giants,PacBell Park,3253203,SFG
2002,NL,SLN,STL,C,1,N,St. Louis Cardinals,Busch Stadium II,3011756,STL
2002,AL,TBA,TBD,E,5,N,Tampa Bay Devil Rays,Tropicana Field,1065742,TBD
2002,AL,TEX,TEX,W,4,N,Texas Rangers,The Ballpark at Arlington,2352397,TEX
2002,AL,TOR,TOR,E,3,N,Toronto Blue Jays,Skydome,1637900,TOR
2003,AL,ANA,ANA,W,3,N,Anaheim Angels,Edison International Field,3061094,ANA
2003,NL,ARI,ARI,W,3,N,Arizona Diamondbacks,Bank One Ballpark,2805542,ARI
2003,NL,ATL,ATL,E,1,N,Atlanta Braves,Turner Field,2401084,ATL
2003,AL,BAL,BAL,E,4,N,Baltimore Orioles,Oriole Park at Camden Yards,2454523,BAL
2003,AL,BOS,BOS,E,2,N,Boston Red Sox,Fenway Park II,2724165,BOS
2003,AL,CHA,CHW,C,2,N,Chicago White Sox,U.S. Cellular Field,1939524,CHW
2003,NL,CHN,CHC,C,1,N,Chicago Cubs,Wrigley Field,2962630,CHC
2003,NL,CIN,CIN,C,5,N,Cincinnati Reds,Great American Ball Park,2355259,CIN
2003,AL,CLE,CLE,C,4,N,Cleveland Indians,Jacobs Field,1730002,CLE
2003,NL,COL,COL,W,4,N,Colorado Rockies,Coors Field,2334085,COL
2003,AL,DET,DET,C,5,N,Detroit Tigers,Comerica Park,1368245,DET
2003,NL,FLO,FLA,E,2,Y,Florida Marlins,Pro Player Stadium,1303215,FLA
2003,NL,HOU,HOU,C,2,N,Houston Astros,Minute Maid Park,2454241,HOU
2003,AL,KCA,KCR,C,3,N,Kansas City Royals,Kauffman Stadium,1779895,KCR
2003,NL,LAN,LAD,W,2,N,Los Angeles Dodgers,Dodger Stadium,3138626,LAD
2003,NL,MIL,MIL,C,6,N,Milwaukee Brewers,Miller Park,1700354,MIL
2003,AL,MIN,MIN,C,1,N,Minnesota Twins,Hubert H Humphrey Metrodome,1946011,MIN
2003,NL,MON,WSN,E,4,N,Montreal Expos,Stade Olympique/Hiram Bithorn Stadium,1025639,MON
2003,AL,NYA,NYY,E,1,N,New York Yankees,Yankee Stadium II,3465600,NYY
2003,NL,NYN,NYM,E,5,N,New York Mets,Shea Stadium,2140599,NYM
2003,AL,OAK,OAK,W,1,N,Oakland Athletics,Oakland Coliseum,2216596,OAK
2003,NL,PHI,PHI,E,3,N,Philadelphia Phillies,Veterans Stadium,2259948,PHI
2003,NL,PIT,PIT,C,4,N,Pittsburgh Pirates,PNC Park,1636751,PIT
2003,NL,SDN,SDP,W,5,N,San Diego Padres,Qualcomm Stadium,2030084,SDP
2003,AL,SEA,SEA,W,2,N,Seattle Mariners,Safeco Field,3268509,SEA
2003,NL,SFN,SFG,W,1,N,San Francisco Giants,PacBell Park,3264898,SFG
2003,NL,SLN,STL,C,3,N,St. Louis Cardinals,Busch Stadium II,2910386,STL
2003,AL,TBA,TBD,E,5,N,Tampa Bay Devil Rays,Tropicana Field,1058695,TBD
2003,AL,TEX,TEX,W,4,N,Texas Rangers,The Ballpark at Arlington,2094394,TEX
2003,AL,TOR,TOR,E,3,N,Toronto Blue Jays,Skydome,1799458,TOR
2004,AL,ANA,ANA,W,1,N,Anaheim Angels,Angels Stadium of Anaheim,3375677,ANA
2004,NL,ARI,ARI,W,5,N,Arizona Diamondbacks,Bank One Ballpark,2519560,ARI
2004,NL,ATL,ATL,E,1,N,Atlanta Braves,Turner Field,2327565,ATL
2004,AL,BAL,BAL,E,3,N,Baltimore Orioles,Oriole Park at Camden Yards,2744018,BAL
2004,AL,BOS,BOS,E,2,Y,Boston Red Sox,Fenway Park II,2837294,BOS
2004,AL,CHA,CHW,C,2,N,Chicago White Sox,U.S. Cellular Field,1930537,CHW
2004,NL,CHN,CHC,C,3,N,Chicago Cubs,Wrigley Field,3170154,CHC
2004,NL,CIN,CIN,C,4,N,Cincinnati Reds,Great American Ball Park,2287250,CIN
2004,AL,CLE,CLE,C,3,N,Cleveland Indians,Jacobs Field,1814401,CLE
2004,NL,COL,COL,W,4,N,Colorado Rockies,Coors Field,2338069,COL
2004,AL,DET,DET,C,4,N,Detroit Tigers,Comerica Park,1917004,DET
2004,NL,FLO,FLA,E,3,N,Florida Marlins,Pro Player Stadium,1723105,FLA
2004,NL,HOU,HOU,C,2,N,Houston Astros,Minute Maid Park,3087872,HOU
2004,AL,KCA,KCR,C,5,N,Kansas City Royals,Kauffman Stadium,1661478,KCR
2004,NL,LAN,LAD,W,1,N,Los Angeles Dodgers,Dodger Stadium,3488283,LAD
2004,NL,MIL,MIL,C,6,N,Milwaukee Brewers,Miller Park,2062382,MIL
2004,AL,MIN,MIN,C,1,N,Minnesota Twins,Hubert H Humphrey Metrodome,1911490,MIN
2004,NL,MON,WSN,E,5,N,Montreal Expos,Stade Olympique/Hiram Bithorn Stadium,749550,MON
2004,AL,NYA,NYY,E,1,N,New York Yankees,Yankee Stadium II,3775292,NYY
2004,NL,NYN,NYM,E,4,N,New York Mets,Shea Stadium,2318951,NYM
2004,AL,OAK,OAK,W,2,N,Oakland Athletics,Network Associates Coliseum,2201516,OAK
2004,NL,PHI,PHI,E,2,N,Philadelphia Phillies,Citizens Bank Park,3250092,PHI
2004,NL,PIT,PIT,C,5,N,Pittsburgh Pirates,PNC Park,1580031,PIT
2004,NL,SDN,SDP,W,3,N,San Diego Padres,Petco Park,3016752,SDP
2004,AL,SEA,SEA,W,4,N,Seattle Mariners,Safeco Field,2940731,SEA
2004,NL,SFN,SFG,W,2,N,San Francisco Giants,SBC Park,3256854,SFG
2004,NL,SLN,STL,C,1,N,St. Louis Cardinals,Busch Stadium II,3048427,STL
2004,AL,TBA,TBD,E,4,N,Tampa Bay Devil Rays,Tropicana Field,1274911,TBD
2004,AL,TEX,TEX,W,3,N,Texas Rangers,The Ballpark at Arlington,2513685,TEX
2004,AL,TOR,TOR,E,5,N,Toronto Blue Jays,Skydome,1900041,TOR
2005,NL,ARI,ARI,W,2,N,Arizona Diamondbacks,Bank One Ballpark,2059424,ARI
2005,NL,ATL,ATL,E,1,N,Atlanta Braves,Turner Field,2521167,ATL
2005,AL,BAL,BAL,E,4,N,Baltimore Orioles,Oriole Park at Camden Yards,2624740,BAL
2005,AL,BOS,BOS,E,2,N,Boston Red Sox,Fenway Park II,2847888,BOS
2005,AL,CHA,CHW,C,1,Y,Chicago White Sox,U.S. Cellular Field,2342833,CHW
2005,NL,CHN,CHC,C,4,N,Chicago Cubs,Wrigley Field,3099992,CHC
2005,NL,CIN,CIN,C,5,N,Cincinnati Reds,Great American Ball Park,1943067,CIN
2005,AL,CLE,CLE,C,2,N,Cleveland Indians,Jacobs Field,2013763,CLE
2005,NL,COL,COL,W,5,N,Colorado Rockies,Coors Field,1914389,COL
2005,AL,DET,DET,C,4,N,Detroit Tigers,Comerica Park,2024431,DET
2005,NL,FLO,FLA,E,3,N,Florida Marlins,Dolphin Stadium,1852608,FLA
2005,NL,HOU,HOU,C,2,N,Houston Astros,Minute Maid Park,2804760,HOU
2005,AL,KCA,KCR,C,5,N,Kansas City Royals,Kauffman Stadium,1371181,KCR
2005,AL,LAA,ANA,W,1,N,Los Angeles Angels of Anaheim,Angel Stadium,3404686,LAA
2005,NL,LAN,LAD,W,4,N,Los Angeles Dodgers,Dodger Stadium,3603646,LAD
2005,NL,MIL,MIL,C,3,N,Milwaukee Brewers,Miller Park,2211023,MIL
2005,AL,MIN,MIN,C,3,N,Minnesota Twins,Hubert H Humphrey Metrodome,2034243,MIN
2005,AL,NYA,NYY,E,1,N,New York Yankees,Yankee Stadium II,4090696,NYY
2005,NL,NYN,NYM,E,3,N,New York Mets,Shea Stadium,2829929,NYM
2005,AL,OAK,OAK,W,2,N,Oakland Athletics,McAfee Coliseum,2109118,OAK
2005,NL,PHI,PHI,E,2,N,Philadelphia Phillies,Citizens Bank Park,2665304,PHI
2005,NL,PIT,PIT,C,6,N,Pittsburgh Pirates,PNC Park,1817245,PIT
2005,NL,SDN,SDP,W,1,N,San Diego Padres,Petco Park,2869787,SDP
2005,AL,SEA,SEA,W,4,N,Seattle Mariners,Safeco Field,2725459,SEA
2005,NL,SFN,SFG,W,3,N,San Francisco Giants,SBC Park,3181023,SFG
2005,NL,SLN,STL,C,1,N,St. Louis Cardinals,Busch Stadium II,3538988,STL
2005,AL,TBA,TBD,E,5,N,Tampa Bay Devil Rays,Tropicana Field,1141669,TBD
2005,AL,TEX,TEX,W,3,N,Texas Rangers,Ameriquest Field,2525221,TEX
2005,AL,TOR,TOR,E,3,N,Toronto Blue Jays,Rogers Centre,2014995,TOR
2005,NL,WAS,WSN,E,5,N,Washington Nationals,R.F.K. Stadium,2731993,WSN
2006,NL,ARI,ARI,W,4,N,Arizona Diamondbacks,Chase Field,2091685,ARI
2006,NL,ATL,ATL,E,3,N,Atlanta Braves,Turner Field,2550524,ATL
2006,AL,BAL,BAL,E,4,N,Baltimore Orioles,Oriole Park at Camden Yards,2153139,BAL
2006,AL,BOS,BOS,E,3,N,Boston Red Sox,Fenway Park II,2930588,BOS
2006,AL,CHA,CHW,C,3,N,Chicago White Sox,U.S. Cellular Field,2957414,CHW
2006,NL,CHN,CHC,C,6,N,Chicago Cubs,Wrigley Field,3123215,CHC
2006,NL,CIN,CIN,C,3,N,Cincinnati Reds,Great American Ball Park,2134607,CIN
2006,AL,CLE,CLE,C,4,N,Cleveland Indians,Jacobs Field,1997995,CLE
2006,NL,COL,COL,W,4,N,Colorado Rockies,Coors Field,2104362,COL
2006,AL,DET,DET,C,2,N,Detroit Tigers,Comerica Park,2595937,DET
2006,NL,FLO,FLA,E,4,N,Florida Marlins,Dolphin Stadium,1164134,FLA
2006,NL,HOU,HOU,C,2,N,Houston Astros,Minute Maid Park,3022763,HOU
2006,AL,KCA,KCR,C,5,N,Kansas City Royals,Kauffman Stadium,1372638,KCR
2006,AL,LAA,ANA,W,2,N,Los Angeles Angels of Anaheim,Angel Stadium,3406790,LAA
2006,NL,LAN,LAD,W,2,N,Los Angeles Dodgers,Dodger Stadium,3758545,LAD
2006,NL,MIL,MIL,C,4,N,Milwaukee Brewers,Miller Park,2335643,MIL
2006,AL,MIN,MIN,C,1,N,Minnesota Twins,Hubert H Humphrey Metrodome,2285018,MIN
2006,AL,NYA,NYY,E,1,N,New York Yankees,Yankee Stadium II,4248067,NYY
2006,NL,NYN,NYM,E,1,N,New York Mets,Shea Stadium,3379535,NYM
2006,AL,OAK,OAK,W,1,N,Oakland Athletics,McAfee Coliseum,1976625,OAK
2006,NL,PHI,PHI,E,2,N,Philadelphia Phillies,Citizens Bank Park,2701815,PHI
2006,NL,PIT,PIT,C,5,N,Pittsburgh Pirates,PNC Park,1861549,PIT
2006,NL,SDN,SDP,W,1,N,San Diego Padres,Petco Park,2659757,SDP
2006,AL,SEA,SEA,W,4,N,Seattle Mariners,Safeco Field,2481165,SEA
2006,NL,SFN,SFG,W,3,N,San Francisco Giants,AT&T Park,3130313,SFG
2006,NL,SLN,STL,C,1,Y,St. Louis Cardinals,Busch Stadium III,3407104,STL
2006,AL,TBA,TBD,E,5,N,Tampa Bay Devil Rays,Tropicana Field,1368950,TBD
2006,AL,TEX,TEX,W,3,N,Texas Rangers,Ameriquest Field,2388757,TEX
2006,AL,TOR,TOR,E,2,N,Toronto Blue Jays,Rogers Centre,2302212,TOR
2006,NL,WAS,WSN,E,5,N,Washington Nationals,R.F.K. Stadium,2153056,WSN
2007,NL,ARI,ARI,W,1,N,Arizona Diamondbacks,Chase Field,2325249,ARI
2007,NL,ATL,ATL,E,3,N,Atlanta Braves,Turner Field,2745207,ATL
2007,AL,BAL,BAL,E,4,N,Baltimore Orioles,Oriole Park at Camden Yards,2164822,BAL
2007,AL,BOS,BOS,E,1,Y,Boston Red Sox,Fenway Park II,2970755,BOS
2007,AL,CHA,CHW,C,4,N,Chicago White Sox,U.S. Cellular Field,2684395,CHW
